,StartDate,EndDate,Progress,duration_in_seconds,Finished,RecordedDate,ResponseId,survey_language,Q_consent,Q_age_real,Q_citizenship,Q_gender,Q_lang_english,Q_lang_french,Q_lang_aboriginal,Q_lang_arabic,Q_lang_chinese,Q_lang_filipino,Q_lang_german,Q_lang_indian,Q_lang_italian,Q_lang_korean,Q_lang_pakistani,Q_lang_persian,Q_lang_russian,Q_lang_spanish,Q_lang_tamil,Q_lang_vietnamese,Q_lang_other,Q_lang_dk_pna,Q_lang_aboriginal_TEXT,Q_lang_other_TEXT,Q_liveqc,Q_postalcode,Q_education,Q_employed,Q_employed_other_TEXT,Q_household,Q_income,Q_endsmeet,Q_bornca,Q_borncountry,Q_identity,Q_identity_other_TEXT,Q_id_can_happy,Q_id_can_attached,Q_id_can_understand,Q_id_can_pride,Q_id_frcan_happy,Q_id_frcan_attached,Q_id_frcan_understand,Q_id_frcan_pride,Q_id_qc_happy,Q_id_qc_attached,Q_id_qc_understand,Q_id_qc_pride,Q_id_other_happy,Q_id_other_attached,Q_id_other_understand,Q_id_other_pride,Q_attcheck1_response,Q_group_rewards,Q_indiv_express,Q_group_harmony,Q_indiv_rightswrong,Q_group_teamwork,Q_qc_roc_diff_lifestyle,Q_qc_roc_diff_thinking,Q_qc_roc_diff_values,Q_qc_roc_diff_culture,Q_qc_roc_diff_religion,Q_qc_roc_diff_politics,Q_trust_fedgov,Q_trust_qcgov,Q_trust_pubservants,Q_trust_mainmedia,Q_trust_altmedia,Q_trust_socmedia,Q_trust_courts,Q_trust_business,Q_trust_unions,Q_fed_reform_possibl,Q_qc_right_separate,Q_qc_resources_sover,Q_sovereignty_feasib,Q_gov_level_important,Q_gov_level_closest,Q_gov_level_national,Q_future_independent,Q_future_sovereign_assoc,Q_future_special_status,Q_future_province,Q_imm_toomuch_qc,Q_imm_levels_qc,Q_mostissue,Q_sovvote_qc,Q_issueown_qc_economy,Q_issueown_qc_healthcare,Q_issueown_qc_education,Q_issueown_qc_environment,Q_issueown_qc_interests,Q_issueown_qc_identity,Q_issueown_qc_immigration,Q_econqc_prosp,Q_econqc_persp,Q_frthreat_qc,Q_econqc_indy_persp,Q_frqc_persp,Q_frqc_indy_persp,Q_secular_symbols,Q_secular_separation,Q_secular_prayerban,Q_secular_schoolfunding,Q_culture_library,Q_culture_museum,Q_culture_shows,Q_culture_qcmusic,Q_culture_qcshow,Q_culture_qcmovie,Q_culture_qcbook,Q_culture_qcfood,Q_culture_threat_qc,Q_risk,Q_ft_liberal,Q_ft_pq,Q_ft_caq,Q_ft_qs,Q_ft_pcq,Q_blame,Q_jobs,Q_gap,Q_donew,Q_therm_feminists,Q_therm_gayslesbians,Q_therm_trans,Q_attcheck2_selected_yes,Q_attcheck2_selected_no,Q_provvote_2022,Q_provvote_2022_other_TEXT,Q_fedvote_2025,Q_fedvote_2025_other_TEXT,Q_provvote,Q_provvote_other_TEXT,Q_fedvote,Q_fedvote_other_TEXT,Q_qccan_att_enviro_powers,Q_qccan_att_racism_qc,Q_qccan_att_lang_secular,Q_qccan_att_colonial_shame,Q_qccan_att_better_in_canada,Q_qccan_att_french_fear,Q_qccan_att_pq_postpone,Q_qccan_att_gov_ineffective,Q_qccan_att_culture_sovereign,Q_qccan_att_immi_powers,Q_scc_strike_qc_laws,Q_trust_debate_group,current_date,lang_survey,Q_TotalDuration,pid,mother_tongue,district_code,complete_postal_code,region,district_name,rmr3,Q_education_cat,duration_in_minutes,passed_attention,weight_general,Scores_3Estimateurs,Scores_GD,Phinney_1,Phinney_2,Phinney_3,Phinney_4,Scores_Phinney,Scores_Triandis125,Scores_Differences,Scores_woke
316,2025-09-10 06:18:10,2025-09-10 06:58:20,100.0,2409.0,1.0,2025-09-10 06:58:21,R_7swp1PHXjQ7k4wN,2.0,1.0,45.0,1.0,1.0,,,,,,,,,,,,,,,,,Other (please specify),,,Fante,1.0,J6K2P5,5.0,7.0,,4.0,3.0,4.0,2.0,Ghana,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,4.0,2.0,2.0,8.0,10.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,33.0,,28.0,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,3.0,,3.0,,8.0,,3.0,,5.0,6.0,8.0,8.0,10.0,,10.0,5.0,,5.0,3.0,2.0,20250910.0,2.0,2409.0,1aa109f0-3b8e-f011-b3cd-0022486d9fd1,4.0,24021.0,0.0,Montérégie,Châteauguay—Lacolle,1.0,1.0,40.15,1.0,1.6183125972747803,-0.050910324071121574,-1.1584169085961429,1.0,1.0,1.0,1.0,0.7793021081876353,-1.674875882428583,-1.4449163660338693,0.8825847618394066
317,2025-09-10 17:04:12,2025-09-10 17:24:53,100.0,1241.0,1.0,2025-09-10 17:24:54,R_3n1Gi98jd7SlvcP,1.0,1.0,47.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,G1X4C4,9.0,1.0,,4.0,6.0,1.0,1.0,,2.0,,1.0,5.0,5.0,1.0,,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,7.0,3.0,6.0,2.0,0.0,7.0,7.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,10.0,10.0,10.0,8.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,60.0,39.0,70.0,2.0,44.0,3.0,3.0,2.0,3.0,22.0,62.0,0.0,1.0,1.0,2.0,,2.0,,2.0,,2.0,,5.0,1.0,10.0,0.0,10.0,5.0,10.0,5.0,7.0,6.0,2.0,6.0,20250910.0,1.0,1241.0,1aa509f0-3b8e-f011-b3cd-0022486d9fd1,1.0,24044.0,0.0,Quebec Region,Louis-Hébert,2.0,3.0,20.683333333333334,1.0,0.8576615452766418,0.6549912727272347,-0.3999534744362635,1.0,5.0,5.0,1.0,-1.456142711176942,-0.4640844864270071,-0.6000426869632923,-1.485782628350854
318,2025-09-07 17:44:09,2025-09-07 18:01:13,100.0,1023.0,1.0,2025-09-07 18:01:14,R_6EIkzhUBTzeXBBv,1.0,1.0,36.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,H3S1H3,7.0,1.0,,1.0,3.0,2.0,1.0,,1.0,,,,,,,,,,1.0,4.0,3.0,2.0,,,,,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,7.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,10.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,50.0,40.0,40.0,41.0,10.0,2.0,4.0,2.0,2.0,50.0,45.0,45.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,6.0,6.0,1.0,8.0,3.0,8.0,4.0,6.0,1.0,3.0,6.0,20250907.0,1.0,1023.0,1aec0897-5688-f011-b3cd-0022486d9fd1,1.0,24054.0,0.0,West Island,Outremont,1.0,2.0,17.05,1.0,0.7933251261711121,0.6394192443748411,-0.025485727639765875,1.0,4.0,3.0,2.0,-0.8979710769026353,1.155860857344633,0.6054152966324416,-0.3919010926531802
319,2025-09-03 19:34:50,2025-09-03 19:54:41,100.0,1191.0,1.0,2025-09-03 19:54:42,R_3YJP3JBUXiydCYV,1.0,1.0,69.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,H1K2L2,7.0,3.0,,1.0,9.0,2.0,1.0,,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,6.0,2.0,6.0,1.0,0.0,4.0,6.0,0.0,3.0,5.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,9.0,8.0,10.0,10.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,16.0,3.0,2.0,92.0,3.0,4.0,1.0,3.0,42.0,12.0,11.0,1.0,1.0,2.0,,3.0,,5.0,,3.0,,1.0,0.0,1.0,1.0,10.0,4.0,10.0,5.0,1.0,1.0,3.0,2.0,20250903.0,1.0,1191.0,1af30897-5688-f011-b3cd-0022486d9fd1,1.0,24033.0,0.0,Montreal Est,La Pointe-de-l'Île,1.0,2.0,19.85,1.0,0.6607472896575928,-0.8081001257311798,0.2044304592857218,1.0,1.0,2.0,1.0,0.5037375449873289,-0.4577998687981935,0.21651105210790442,-1.4860756461488023
320,2025-09-04 08:14:57,2025-09-04 08:33:05,100.0,1087.0,1.0,2025-09-04 08:33:06,R_7VjULmij3iwFN9y,2.0,1.0,54.0,1.0,1.0,English,,,,,,,,,,,,,,,,Other (please specify),,,Portuguese,1.0,H7X3L8,7.0,1.0,,4.0,9.0,3.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,4.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,71.0,7.0,12.0,8.0,52.0,4.0,4.0,5.0,5.0,52.0,53.0,53.0,1.0,1.0,3.0,,2.0,,3.0,,2.0,,1.0,10.0,1.0,,10.0,2.0,1.0,5.0,,1.0,1.0,6.0,20250904.0,2.0,1087.0,1af70897-5688-f011-b3cd-0022486d9fd1,4.0,24040.0,0.0,Laval,Laval—Les Îles,1.0,2.0,18.116666666666667,1.0,0.8478625416755676,-1.3054165908181599,-1.5910899850899785,1.0,2.0,1.0,1.0,0.4960054665467974,-1.2720065522873323,-1.4449163660338693,
321,2025-09-03 20:14:23,2025-09-03 20:29:18,100.0,894.0,1.0,2025-09-03 20:29:19,R_6ssp6xNgBO2A867,1.0,1.0,33.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,J7N,8.0,1.0,,1.0,4.0,4.0,1.0,,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,7.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,6.0,7.0,7.0,6.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,9.0,10.0,10.0,10.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,44.0,30.0,47.0,53.0,41.0,4.0,4.0,2.0,1.0,90.0,100.0,100.0,1.0,1.0,3.0,,3.0,,8.0,,3.0,,6.0,8.0,7.0,10.0,10.0,4.0,10.0,10.0,4.0,10.0,3.0,4.0,20250903.0,1.0,894.0,1b012f97-5688-f011-b3cd-0022486d9fd1,1.0,24005.0,0.0,Outaouais,Argenteuil–La Petite-Nation,3.0,2.0,14.9,1.0,1.009974479675293,-1.3054165908181599,0.965684489735182,2.0,2.0,2.0,2.0,-0.3559817593858441,-0.4577998687981935,-1.2268713931029127,1.6114484285739243
322,2025-09-04 19:40:25,2025-09-04 19:53:55,100.0,809.0,1.0,2025-09-04 19:53:57,R_7Rg7Iv84u6iTLuw,1.0,1.0,44.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J7R1X7,8.0,6.0,,5.0,2.0,5.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,7.0,3.0,0.0,8.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,18.0,100.0,0.0,23.0,0.0,4.0,4.0,1.0,1.0,78.0,79.0,78.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,10.0,7.0,10.0,0.0,0.0,10.0,0.0,6.0,10.0,10.0,2.0,5.0,20250904.0,1.0,809.0,1b032f97-5688-f011-b3cd-0022486d9fd1,1.0,24062.0,0.0,Laurentides,Rivière-des-Mille-Îles,1.0,2.0,13.483333333333333,1.0,0.7933251261711121,1.651910262803456,1.2918593162280991,1.0,1.0,1.0,1.0,0.7793021081876353,-1.674875882428583,-1.4449163660338693,-0.39160807485523164
323,2025-09-01 16:15:27,2025-09-01 16:38:03,100.0,1356.0,1.0,2025-09-01 16:38:04,R_5AS8JEs5dGROFug,1.0,1.0,71.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,G7B2E6,8.0,2.0,,1.0,3.0,4.0,1.0,,3.0,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,5.0,5.0,7.0,8.0,9.0,1.0,9.0,9.0,6.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,10.0,8.0,1.0,10.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,11.0,100.0,13.0,16.0,0.0,1.0,3.0,1.0,1.0,5.0,51.0,82.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,10.0,10.0,10.0,2.0,1.0,5.0,5.0,10.0,10.0,10.0,2.0,3.0,20250901.0,1.0,1356.0,1b226a82-e884-f011-b3cd-0022486d9fd1,1.0,24022.0,0.0,"Nord-du-Québec, Côte-Nord & Saguenay",Chicoutimi—Le Fjord,3.0,2.0,22.6,1.0,0.8311400413513184,1.651910262803456,0.11873863119151272,2.0,2.0,1.0,1.0,0.19583693758160645,-0.4430472279627422,0.29230050915360134,0.5196180174618901
324,2025-09-03 14:38:27,2025-09-03 14:52:15,100.0,827.0,1.0,2025-09-03 14:52:16,R_6O7eMjT4FvOksLP,1.0,1.0,74.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J3R0A5,7.0,2.0,,1.0,4.0,2.0,1.0,,2.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,8.0,9.0,10.0,9.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,81.0,49.0,0.0,0.0,51.0,3.0,2.0,6.0,6.0,0.0,51.0,0.0,1.0,1.0,8.0,,3.0,,3.0,,3.0,,,7.0,3.0,2.0,9.0,,10.0,10.0,0.0,0.0,1.0,4.0,20250903.0,1.0,827.0,1b948794-5688-f011-b3cd-0022486d9fd1,1.0,24009.0,0.0,Centre-du-Quebec & Mauricie,Bécancour—Nicolet—Saurel,3.0,2.0,13.783333333333333,1.0,0.8311400413513184,-0.5750139215400832,-3.1665493841468066,3.0,3.0,3.0,3.0,-1.4912656269593236,-0.4577998687981935,-0.21529709643164005,-0.02746925928592114
325,2025-09-10 16:32:49,2025-09-10 16:58:43,100.0,1554.0,1.0,2025-09-10 16:58:44,R_7E6taco5uL6SQ4r,1.0,1.0,64.0,1.0,2.0,English,French,,,,,German,,,,,,,Spanish,,,,,,,1.0,J5R1B2,10.0,1.0,,3.0,5.0,3.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,7.0,5.0,5.0,3.0,2.0,,8.0,1.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,10.0,1.0,10.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,7.0,82.0,3.0,3.0,3.0,4.0,3.0,3.0,48.0,47.0,46.0,1.0,1.0,2.0,,2.0,,2.0,,2.0,,6.0,8.0,7.0,0.0,9.0,0.0,0.0,1.0,1.0,9.0,1.0,6.0,20250910.0,1.0,1554.0,1ba309f0-3b8e-f011-b3cd-0022486d9fd1,4.0,24034.0,0.0,Montérégie,La Prairie,1.0,3.0,25.9,1.0,1.0941627025604248,-0.3018546165168724,-0.44791919370011246,1.0,2.0,1.0,1.0,0.4960054665467974,-0.054930538656942855,-0.40775752678057836,-0.2092456492726279
326,2025-09-06 06:07:29,2025-09-06 10:14:46,100.0,14837.0,1.0,2025-09-06 10:14:47,R_3rvFjnXmHRTyMwv,1.0,1.0,65.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,H9B1R1,9.0,2.0,,1.0,3.0,2.0,1.0,,1.0,,,,,,,,,,2.0,1.0,1.0,2.0,,,,,1.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,8.0,8.0,8.0,5.0,5.0,8.0,5.0,8.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,10.0,10.0,8.0,10.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,,1.0,3.0,0.0,90.0,20.0,60.0,0.0,2.0,4.0,1.0,1.0,80.0,80.0,80.0,1.0,1.0,1.0,,1.0,,1.0,,9.0,,10.0,0.0,10.0,0.0,,,5.0,5.0,10.0,10.0,2.0,3.0,20250906.0,1.0,14837.0,1bf30897-5688-f011-b3cd-0022486d9fd1,1.0,24056.0,0.0,West Island,Pierrefonds—Dollard,1.0,3.0,247.28333333333333,1.0,0.7716757655143738,1.651910262803456,0.6952515976897534,2.0,1.0,1.0,2.0,0.2028794454553002,1.9848201816692228,-0.3617797126115603,-1.6681450539334577
327,2025-09-02 19:32:31,2025-09-02 19:56:54,100.0,1462.0,1.0,2025-09-02 19:56:55,R_1ihapZzsCImoKSm,2.0,1.0,58.0,1.0,2.0,English,,,,,,,,,,,,,,,,,,,,1.0,H7W5J7,6.0,11.0,,6.0,3.0,5.0,1.0,,2.0,,2.0,4.0,3.0,2.0,,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,,0.0,3.0,7.0,0.0,0.0,8.0,,,3.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,7.0,7.0,7.0,7.0,1.0,1.0,7.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,10.0,1.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,2.0,3.0,,0.0,0.0,0.0,,4.0,5.0,1.0,3.0,50.0,95.0,50.0,1.0,1.0,3.0,,2.0,,3.0,,2.0,,8.0,10.0,2.0,2.0,10.0,0.0,10.0,10.0,2.0,5.0,1.0,2.0,20250902.0,2.0,1462.0,1bf80897-5688-f011-b3cd-0022486d9fd1,3.0,24040.0,0.0,Laval,Laval—Les Îles,1.0,2.0,24.366666666666667,1.0,0.7795506715774536,-1.0478293141473427,0.7809434257839626,2.0,4.0,3.0,2.0,-1.1981396058678266,-0.881706457403709,1.0103788885848692,0.5196180174618901
328,2025-09-02 06:09:30,2025-09-02 06:26:20,100.0,1009.0,1.0,2025-09-02 06:26:20,R_6kvq3xe87GiU9UU,2.0,1.0,57.0,1.0,1.0,English,French,,,,,,,,,,,,,,,Other (please specify),,,GREEK,1.0,H4R2T5,9.0,1.0,,4.0,9.0,3.0,1.0,,4.0,GREEK,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,8.0,7.0,8.0,8.0,,8.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,0.0,5.0,10.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,81.0,0.0,0.0,0.0,75.0,3.0,3.0,1.0,2.0,,,,1.0,1.0,3.0,,2.0,,3.0,,2.0,,0.0,9.0,0.0,,10.0,0.0,10.0,,0.0,1.0,1.0,6.0,20250902.0,2.0,1009.0,1c076a82-e884-f011-b3cd-0022486d9fd1,4.0,24068.0,0.0,West Island,Saint-Laurent,1.0,3.0,16.816666666666666,1.0,0.9902045726776123,-1.3054165908181599,0.3207838508932559,,,,,,0.7592761448321959,1.4477288484518809,
329,2025-09-04 10:39:50,2025-09-04 10:55:05,100.0,914.0,1.0,2025-09-04 10:55:05,R_3KwDc14ScTUdAXS,1.0,1.0,50.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,G9A6K2,8.0,,,1.0,5.0,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,7.0,8.0,9.0,7.0,2.0,5.0,7.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,10.0,8.0,8.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,20.0,81.0,62.0,21.0,,2.0,4.0,1.0,3.0,52.0,90.0,86.0,1.0,1.0,2.0,,2.0,,1.0,,2.0,,9.0,5.0,1.0,0.0,9.0,9.0,10.0,5.0,5.0,8.0,2.0,2.0,20250904.0,1.0,914.0,1c1f6a82-e884-f011-b3cd-0022486d9fd1,1.0,24076.0,0.0,Centre-du-Quebec & Mauricie,Trois-Rivières,3.0,2.0,15.233333333333333,1.0,0.8300075531005859,-0.5905859498924768,-0.09387339998345093,1.0,1.0,1.0,1.0,0.7793021081876353,-0.4788371272624584,0.41849667761097015,-0.7563329260204391
330,2025-09-02 06:27:51,2025-09-02 06:59:11,100.0,1880.0,1.0,2025-09-02 06:59:13,R_6is1qgVNh6IhHxZ,1.0,1.0,60.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,G6G3J8,5.0,9.0,Au foyer,3.0,9.0,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,8.0,8.0,7.0,5.0,0.0,0.0,5.0,7.0,0.0,2.0,4.0,5.0,5.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,9.0,2.0,2.0,2.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,10.0,10.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,37.0,2.0,91.0,,0.0,2.0,4.0,2.0,2.0,10.0,,,1.0,1.0,6.0,,8.0,,2.0,,2.0,,5.0,,8.0,4.0,10.0,8.0,10.0,4.0,0.0,10.0,1.0,1.0,20250902.0,1.0,1880.0,1c751380-e884-f011-b3cd-0022486d9fd1,1.0,24047.0,0.0,Eastern Townships,Mégantic—L'Érable,3.0,1.0,31.333333333333332,1.0,1.4560223817825317,-1.0723303866270637,-0.025485727639765875,1.0,1.0,1.0,1.0,0.7793021081876353,-0.4640844864270071,0.27213720476053355,
331,2025-09-01 12:56:37,2025-09-01 13:08:36,100.0,718.0,1.0,2025-09-01 13:08:37,R_6KqZA54C8iatyTv,1.0,1.0,80.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,J1G2E5,10.0,2.0,,1.0,4.0,1.0,2.0,Tunisia,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,9.0,10.0,9.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,79.0,42.0,3.0,0.0,2.0,2.0,2.0,2.0,55.0,40.0,41.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,9.0,0.0,9.0,2.0,0.0,9.0,5.0,1.0,10.0,10.0,2.0,2.0,20250901.0,1.0,718.0,1c7b1380-e884-f011-b3cd-0022486d9fd1,1.0,24073.0,0.0,Eastern Townships,Sherbrooke,3.0,3.0,11.966666666666667,1.0,2.169057607650757,1.651910262803456,-0.5819039420979021,1.0,1.0,1.0,1.0,0.7793021081876353,-0.4577998687981935,-1.4449163660338693,-1.3040062383641473
